S.No.,Name of Indian Agent,Name of Manufacturer,%$$%Name of the Device,File No.,,R. C. No.,"Date of
Issue","Validity of
the
Registration
Certificate",,
73,"M/s. Bard India Healthcare
Pvt. Ltd., 501, 5th Floor,
HubTown, Solaris, N.S.
Phadke Marg, Andheri (E),
Mumbai-400069","M/s Bard Access System
Inc.., 605 N, 5600 W, Salt
lake City, Utah 84116, U.S.A
Having manufacturing site at
M/s Bard Reynosa S.A DE
C.V., Blvd. Montebello No.1", Catheter with Sherloc ,"31-762(A)-MD/09-DC
(End.01)",,MD-762,20.02.2015,15.01.2017,,
73,"M/s. Bard India Healthcare
Pvt. Ltd., 501, 5th Floor,
HubTown, Solaris, N.S.
Phadke Marg, Andheri (E),
Mumbai-400069","M/s Bard Access System
Inc.., 605 N, 5600 W, Salt
lake City, Utah 84116, U.S.A
Having manufacturing site at
M/s Bard Reynosa S.A DE
C.V., Blvd. Montebello No.1","G
Tip Positioning Syste (TPS)
Stylet","31-762(A)-MD/09-DC
(End.01)",,MD-762,20.02.2015,15.01.2017,,
,,"Parque Industrial Colonial,
Reynosa, Mexico 88780",%$$%,,,,,,,
,,"Parque Industrial Colonial,
Reynosa, Mexico 88780"," Implantable Port with
Attached ",,,,,,,
,,"Parque Industrial Colonial,
Reynosa, Mexico 88780"," ChronoFlex
Open-ended Single-lumen
Venous Catheter
",,,,,,,
,,"Parque Industrial Colonial,
Reynosa, Mexico 88780"," Implantable Port with
Suture Plugs",,,,,,,
74,"M/s. KMS Medisurgi Pvt.
Ltd., Shop No. 7, 44
Mangaldas Road,
Bulakhidas Building,
Mumbai, Tal: Princess
Street (Mumbai-Zone I)
Pin: 400002","M/s. Mascia Brunelli S.p.A
Vie Monaz, 272-20128
Milano-Italy",%$$%,31-1443-MD/2014-DC,,MD-1443,20.02.2015,31.01.2018,,
74,"M/s. KMS Medisurgi Pvt.
Ltd., Shop No. 7, 44
Mangaldas Road,
Bulakhidas Building,
Mumbai, Tal: Princess
Street (Mumbai-Zone I)
Pin: 400002","M/s. Mascia Brunelli S.p.A
Vie Monaz, 272-20128
Milano-Italy"," Cutanplast/ Hemostatic
Gelatin Sponge",31-1443-MD/2014-DC,,MD-1443,20.02.2015,31.01.2018,,
75,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA Having
manufacturing site at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA",%$$%,"31-162-MD/2006-DC
(Re-Reg. 02) End. 07",,MD-162,23.02.2015,15.06.2016,,
75,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA Having
manufacturing site at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," C-Flex Biliary Stent/Biliary
Stent","31-162-MD/2006-DC
(Re-Reg. 02) End. 07",,MD-162,23.02.2015,15.06.2016,,
76,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE",%$$%,"31-933-MD/2011-DC
(Re-Reg. 01) End. 02",,MD-933,23.02.2015,15.07.2017,,
76,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE"," Symbotex™ Compostie
Mesh/Polyster Mesh with
porcine collagen and glycerol
hydrophilic film","31-933-MD/2011-DC
(Re-Reg. 01) End. 02",,MD-933,23.02.2015,15.07.2017,,
77,"M/s. Johnson & Johnson
Ltd., A-1/50, Room N O. 2,
100 Shed Area, G.I.D.C.,
Vapi, Tal: PARDI
(VALSAD) Gujarat","M/s. Depuy (Ireland)
Loughbeg, Ringaskiddy, Co.
Cork, Ireland",%$$%,"31-1003-MD/2011-DC
(Re-Reg. 01)",,MD-1003,26.02.2015,30.04.2018,,
77,"M/s. Johnson & Johnson
Ltd., A-1/50, Room N O. 2,
100 Shed Area, G.I.D.C.,
Vapi, Tal: PARDI
(VALSAD) Gujarat","M/s. Depuy (Ireland)
Loughbeg, Ringaskiddy, Co.
Cork, Ireland","Pinnacle Hip Sysem-M
Spec Heads/Orthopaedic
Implant
","31-1003-MD/2011-DC
(Re-Reg. 01)",,MD-1003,26.02.2015,30.04.2018,,
77,"M/s. Johnson & Johnson
Ltd., A-1/50, Room N O. 2,
100 Shed Area, G.I.D.C.,
Vapi, Tal: PARDI
(VALSAD) Gujarat","M/s. Depuy (Ireland)
Loughbeg, Ringaskiddy, Co.
Cork, Ireland"," Modular Fermoral Heads-
Ultmet/Orthopaedic Implant
","31-1003-MD/2011-DC
(Re-Reg. 01)",,MD-1003,26.02.2015,30.04.2018,,
77,"M/s. Johnson & Johnson
Ltd., A-1/50, Room N O. 2,
100 Shed Area, G.I.D.C.,
Vapi, Tal: PARDI
(VALSAD) Gujarat","M/s. Depuy (Ireland)
Loughbeg, Ringaskiddy, Co.
Cork, Ireland"," Attune CR/PS Knee
System-Tibial
base/Orthopaedic Implant
","31-1003-MD/2011-DC
(Re-Reg. 01)",,MD-1003,26.02.2015,30.04.2018,,
77,"M/s. Johnson & Johnson
Ltd., A-1/50, Room N O. 2,
100 Shed Area, G.I.D.C.,
Vapi, Tal: PARDI
(VALSAD) Gujarat","M/s. Depuy (Ireland)
Loughbeg, Ringaskiddy, Co.
Cork, Ireland"," Attune CR/PS Knee
System-Tibial
Insert//Orthopaedic Implant","31-1003-MD/2011-DC
(Re-Reg. 01)",,MD-1003,26.02.2015,30.04.2018,,
,,,%$$%,,,,,,,
,,," Attune CR/PS Knee
System-Patella/Orthopaedic
Implant
",,,,,,,
,,," Attune CR/PS Knee
System-Femoral/Orthopaedic
Implant
",,,,,,,
,,," LCS Complete Primary
Knee System-
Patella/Orthopaedic Implant
",,,,,,,
,,," Global Unite Shoulder
System-Humeral
Stems/Orthopaedic Implant
",,,,,,,
,,," Global Unite Shoulder
System-Epiphyseal
Components/Orthopaedic
Implant
",,,,,,,
,,,". Global Unite Shoulder
System-Collars/Orthopaedic
Implant",,,,,,,
78,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE",%$$%,"31-933-MD/2011-DC
(Re-Reg. 01) End. 01",,MD-933,23.02.2015,15.07.2017,,
78,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE"," Parietene™ Composite
Mesh/Polyprophylene Mesh
","31-933-MD/2011-DC
(Re-Reg. 01) End. 01",,MD-933,23.02.2015,15.07.2017,,
78,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE"," Progrip™ Self-Gripping
Polypropylene
Mesh/Polypropylene Mesh
","31-933-MD/2011-DC
(Re-Reg. 01) End. 01",,MD-933,23.02.2015,15.07.2017,,
78,"M/s. Covidien Healthcare
India Pvt. Ltd., No. 156,
Doshi Towers, 6th Floor,
Poonamallee High Road,
Kilpauk, Chennai-10","M/s. Sofradim Production 116
Avenue du Formans-01600,
Trevous, FRANCE"," Progrip™ Self-Gripping
Polyster Mesh/Polyster Mesh","31-933-MD/2011-DC
(Re-Reg. 01) End. 01",,MD-933,23.02.2015,15.07.2017,,
79,"M/s. Reckitt Benckiser
(India) Pvt. Ltd., C/o Toll
Logistics (India) Pvt. Ltd.,
82, Panapakkam Village,
Periyapalayam High Road,
Uthukottai Taluk,
Thiruvallur-601102","M/s. Reckitt Benckiser
Healthcare (UK) Ltd.,
Dansom Lane Hull, HU8 7DS,
United Kingdom Having
manufacturing site at
M/s. SSL Manufacturing
(Thailand) Ltd., Wellgrow
Industrial Estate, 100 Moo 5,
Banga-Trad, RD KM#36,
Bangsamak, Bangpakong,
Chachoengsao 24180,
Thailand",%$$%,31-1348-MD/2013-DC,,MD-1348,23.02.2015,31.01.2018,,
79,"M/s. Reckitt Benckiser
(India) Pvt. Ltd., C/o Toll
Logistics (India) Pvt. Ltd.,
82, Panapakkam Village,
Periyapalayam High Road,
Uthukottai Taluk,
Thiruvallur-601102","M/s. Reckitt Benckiser
Healthcare (UK) Ltd.,
Dansom Lane Hull, HU8 7DS,
United Kingdom Having
manufacturing site at
M/s. SSL Manufacturing
(Thailand) Ltd., Wellgrow
Industrial Estate, 100 Moo 5,
Banga-Trad, RD KM#36,
Bangsamak, Bangpakong,
Chachoengsao 24180,
Thailand"," Natural Rubber Latex Male
Condoms- (Lubricated
Finished)
",31-1348-MD/2013-DC,,MD-1348,23.02.2015,31.01.2018,,
79,"M/s. Reckitt Benckiser
(India) Pvt. Ltd., C/o Toll
Logistics (India) Pvt. Ltd.,
82, Panapakkam Village,
Periyapalayam High Road,
Uthukottai Taluk,
Thiruvallur-601102","M/s. Reckitt Benckiser
Healthcare (UK) Ltd.,
Dansom Lane Hull, HU8 7DS,
United Kingdom Having
manufacturing site at
M/s. SSL Manufacturing
(Thailand) Ltd., Wellgrow
Industrial Estate, 100 Moo 5,
Banga-Trad, RD KM#36,
Bangsamak, Bangpakong,
Chachoengsao 24180,
Thailand"," Natural Rubber Latex
Condoms-(Lubricated Bulk
Foiled)
",31-1348-MD/2013-DC,,MD-1348,23.02.2015,31.01.2018,,
79,"M/s. Reckitt Benckiser
(India) Pvt. Ltd., C/o Toll
Logistics (India) Pvt. Ltd.,
82, Panapakkam Village,
Periyapalayam High Road,
Uthukottai Taluk,
Thiruvallur-601102","M/s. Reckitt Benckiser
Healthcare (UK) Ltd.,
Dansom Lane Hull, HU8 7DS,
United Kingdom Having
manufacturing site at
M/s. SSL Manufacturing
(Thailand) Ltd., Wellgrow
Industrial Estate, 100 Moo 5,
Banga-Trad, RD KM#36,
Bangsamak, Bangpakong,
Chachoengsao 24180,
Thailand"," Synthetic
Rubber/Polyisoprene
Condoms-(Lubricated)",31-1348-MD/2013-DC,,MD-1348,23.02.2015,31.01.2018,,
80,M/s. Becton Dickinson,"M/s. Becton Dickinson SA,",%$$%,31-1033-MD/2011-DC,,MD-1033,23.02.2015,31.03.2018,,
80,M/s. Becton Dickinson,"M/s. Becton Dickinson SA,", BD Microlance™,31-1033-MD/2011-DC,,MD-1033,23.02.2015,31.03.2018,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain",%$$%,(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain","Disposable Hypodermic
Needles
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Discardit™ II, BD
Emerald™ II/Disposable
Hypodermic Needles
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Discardit™ II, BD
Emerald™/Disposable
Hypodermic Syringes with
Needles
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Soloshot™ IX; BD
Soloshot™ Mini/Auto Disable
Syringes
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Solomed™/Two Piece
Syringes with Breakable
Plunger
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Solomed™/Two Piece
Syringes with Breakable
Plunger with Needles
",(Re-Reg. 01),,,,,,
,"India Private Limited, No.
34, Assisi Nagar, West
Thottam, Madhavram,
Chennai-51","Ctra. Mequinenza s/n 22520
Fraga, Huesca, Spain"," BD Emeralds™
Pro/Disposable Hypodermic
Reuse prevention syringes
with Needles",(Re-Reg. 01),,,,,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom.",%$$%,"31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom."," OPSITE Post-
Op/Hydrophilic Polyrrethane
film wound dressing
","31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom."," OPSITE
Flexigrid/Transparent
polyurethane film dressing
","31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom."," CICA-CARE Silocone Gel
Sheet (Non-
Sterile)/Transparent Gel
Sheet
","31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom."," OPSITE Film Dressing-
Incise Drapes/Translucent
polyurethane film dressing
","31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
81,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","M/s Smith & Nephew Medical
Limited,
having factory premises at
101 Hessle Road, Hull, HU3
2BN, United Kingdom."," INTRASITE Gel-
Hydrogel/Carboxymethyl
cellulose polymer gel wound
dressing","31-969-MD/2011-DC
(Re-Reg. 02)",,MD-969,26.02.2015,15.02.2018,,
,,,%$$%,,,,,,,
,,," INTRASITE
Conformable/Carboxymethyl
cellulose polymer wound
dressing
",,,,,,,
,,," ACTICOAT/ACTICOAT
",,,,,,,
,,,"Silver-coated antimicrobial
barrier dressing
",,,,,,,
,,," Allevyn Non-
Adhesive/Non-Adhesive
hyrocellular polyurethane
dressing
",,,,,,,
,,," Allevyn
Cavity/Polyurethane cavity
wound dressing
",,,,,,,
,,,". Allevyn Gentle/Allevyn
Gentle Border/Adhesive
Hydrocellular polyurethane
Foar Dressing
",,,,,,,
,,,". Allevyn Ag
Ahesive/Allevyn Ag Non-
Adhesive/Polyrethane silver
sulphadiazine foam dressing
",,,,,,,
,,,". Allevyn Ag Gentle/Allevyn
Ag Gentle Border/Hydrophillic
polyrethane silver
sulphadiazine dressing
",,,,,,,
,,,". Silver-coated Anti-
Micorbial barrier
dressingACIOCAT Flex
",,,,,,,
,,,"ACTICOAT Flex 7
",,,,,,,
,,,". Durafiber/Cellulose
ethylsulphonate fibre dressing
",,,,,,,
,,,". PICO/Single Use
Negative Pressure Wound
Therapy System",,,,,,,
82,"M/s Bard India Healthcare
Pvt. Ltd.,501, 5th floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri (E),","M/s. Angiomed GmbH & Co.,
Medizintechnik KG,
Wachhausstrasse, 6, D-
76227, Karlsruhe, Germany",%$$%,"31-190-MD/2006-DC
(Re Reg.02)",,MD-190,27.02.2015,30.09.2016,,
82,"M/s Bard India Healthcare
Pvt. Ltd.,501, 5th floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri (E),","M/s. Angiomed GmbH & Co.,
Medizintechnik KG,
Wachhausstrasse, 6, D-
76227, Karlsruhe, Germany"," E-Luminexx/ Vascular
Stent
","31-190-MD/2006-DC
(Re Reg.02)",,MD-190,27.02.2015,30.09.2016,,
82,"M/s Bard India Healthcare
Pvt. Ltd.,501, 5th floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri (E),","M/s. Angiomed GmbH & Co.,
Medizintechnik KG,
Wachhausstrasse, 6, D-
76227, Karlsruhe, Germany"," LifeStent/ Vascular Stent
","31-190-MD/2006-DC
(Re Reg.02)",,MD-190,27.02.2015,30.09.2016,,
82,"M/s Bard India Healthcare
Pvt. Ltd.,501, 5th floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri (E),","M/s. Angiomed GmbH & Co.,
Medizintechnik KG,
Wachhausstrasse, 6, D-
76227, Karlsruhe, Germany", Fluency Plus/ Vascular,"31-190-MD/2006-DC
(Re Reg.02)",,MD-190,27.02.2015,30.09.2016,,
,"Mumbai, Tal: Andheri East
(Mumbai-zone5), Pin:
400069",,%$$%Stent Graft,,,,,,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom",%$$%,31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom"," a) GeneX , (b) GeneX DS /
Injectable Bone Graft with
ZPC (Zeta Potential Control)
",31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom"," Genex Putty / Injectable
Bone Graft with ZPC (Zeta
Potential Control)
",31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom"," a). Stimulan Kit, (b)
Stimulan Pellets / Calcium
Sulphate Bone Void Filler
",31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom"," Allogran-R/ β- Tricalcium
Phosphate Bioresorbable
Bone Graft Substitute
",31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
83,"M/s Mn solutions, # 26 &
27, 11nd Floor, WZ 26
Nangli Jalib, B-1 Janak
Puri, New Delhi Delhi
110058","M/s Biocomposites Limited,
Keele Science Park, Keele,
Staffordshire, ST5 5NL,
United Kingdom"," Stimulan Rapid Cure /
Calcium Sulphate Beads or
Paste",31-1520-MD/2014-DC,,MD-1520,03.03.2015,31.01.2018,,
84,"M/s B L Lifesciences Pvt.
Ltd. 28D, Sector-31,
Ecotech-1, Greater Noida,
Gautam Budh Nagar (UP)","M/s Kinamed Inc., 820 Flynn
Road, Camarillo, California,
USA 93012",%$$%,"31-237-MD/2006-DC Re
Reg. 02",,MD-237,05.03.2015,15.02.2018,,
84,"M/s B L Lifesciences Pvt.
Ltd. 28D, Sector-31,
Ecotech-1, Greater Noida,
Gautam Budh Nagar (UP)","M/s Kinamed Inc., 820 Flynn
Road, Camarillo, California,
USA 93012"," Bone Plate/NeuroPro® /
Neurosurgical Rigid Fixation
System (Bulk Non Sterile)
","31-237-MD/2006-DC Re
Reg. 02",,MD-237,05.03.2015,15.02.2018,,
84,"M/s B L Lifesciences Pvt.
Ltd. 28D, Sector-31,
Ecotech-1, Greater Noida,
Gautam Budh Nagar (UP)","M/s Kinamed Inc., 820 Flynn
Road, Camarillo, California,
USA 93012"," Panel/NeuroPro® /
Neurosurgical Rigid Fixation
System (Bulk Non Sterile)
","31-237-MD/2006-DC Re
Reg. 02",,MD-237,05.03.2015,15.02.2018,,
84,"M/s B L Lifesciences Pvt.
Ltd. 28D, Sector-31,
Ecotech-1, Greater Noida,
Gautam Budh Nagar (UP)","M/s Kinamed Inc., 820 Flynn
Road, Camarillo, California,
USA 93012","Screw /NeuroPro® /
Neurosurgical Rigid Fixation
System (Bulk Non Sterile)","31-237-MD/2006-DC Re
Reg. 02",,MD-237,05.03.2015,15.02.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria",%$$%,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria",Princess Volume / ,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria",,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria","
Highly Crosslinked Sodium
Hyaluronate
",31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria"," Princess Filler /
Crosslinked Hyaluronic acid
",31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria",,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria","
",31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria", Princess Rich / ,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria",,31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria","
Sodium Hyaluronic with ",31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
85,"M/s Accredited Consultants
Pvt. Ltd., D-29, 1st Floor,
Acharya Niketan, Mayur
Vihar-I, Delhi-11091","M/s Croma GmbH,
Industriezelle 6, 2100
Leobendorf, Austria","
Glycerol",31-1508-MD/2014-DC,,MD-1508,09.03.2015,31.01.2018,,
86,"M/s. Becton Dickinson
India Pvt. Ltd.,
No. 34, Assisi Nagar, West
Thottam Madhavaram,
Chennai","M/s Beckton Dickinson
Medical (Singapore), 30 Tuas
Avenue2, Singapore 639461",%$$%,"31-853-MD/2010-DC
(Re. Reg 01)",,MD-853,09.03.2015,15.02.2018,,
86,"M/s. Becton Dickinson
India Pvt. Ltd.,
No. 34, Assisi Nagar, West
Thottam Madhavaram,
Chennai","M/s Beckton Dickinson
Medical (Singapore), 30 Tuas
Avenue2, Singapore 639461","BD Eclipse™ Needle /
Hypodermic Needles
","31-853-MD/2010-DC
(Re. Reg 01)",,MD-853,09.03.2015,15.02.2018,,
86,"M/s. Becton Dickinson
India Pvt. Ltd.,
No. 34, Assisi Nagar, West
Thottam Madhavaram,
Chennai","M/s Beckton Dickinson
Medical (Singapore), 30 Tuas
Avenue2, Singapore 639461"," BD Vacutainer® Flashback
Needle / Blood Collection
Needles
","31-853-MD/2010-DC
(Re. Reg 01)",,MD-853,09.03.2015,15.02.2018,,
86,"M/s. Becton Dickinson
India Pvt. Ltd.,
No. 34, Assisi Nagar, West
Thottam Madhavaram,
Chennai","M/s Beckton Dickinson
Medical (Singapore), 30 Tuas
Avenue2, Singapore 639461"," BD™ Pen Needles /
Hypodermic Needle","31-853-MD/2010-DC
(Re. Reg 01)",,MD-853,09.03.2015,15.02.2018,,
87,"M/s Exactech India(p) Ltd.,
Old No. 12, New No. 20,
Ground Floor, M-Block, 8th
Street, Anna Nagar East,
Chennai-600102","M/s. Exactech, Inc., 2320,
N.W. 66th CT. Gainesville,
Florida, 32653 USA",%$$%,"31-503-MD/2008-DC
(Re Reg.02)",,MD-503,09.03.2015,15.02.2018,,
87,"M/s Exactech India(p) Ltd.,
Old No. 12, New No. 20,
Ground Floor, M-Block, 8th
Street, Anna Nagar East,
Chennai-600102","M/s. Exactech, Inc., 2320,
N.W. 66th CT. Gainesville,
Florida, 32653 USA"," Total Hip Replacement
System - Cemented Implants
Of Various Types & Sizes
","31-503-MD/2008-DC
(Re Reg.02)",,MD-503,09.03.2015,15.02.2018,,
